id,author_cn_name,author_en_name,author_org,backups
110186,曹继阳,,中国人民大学,
110187,张欣,,中国人民大学,
110188,邓新波,,中国人民大学,
110189,梁蕾蕾,,中国人民大学,
110190,张宇,,中国人民大学,
110191,汤胜利,,中国人民大学,
110192,李红,"Hong, Li",中国人民大学,
110193,徐则荣,,中国人民大学,
110194,徐策,,中国人民大学,
110195,宋俊波,,中国人民大学,
110196,郝志敏,,中国人民大学,
110197,赵维华,,中国人民大学,
110198,刘辉,,中国人民大学,
110200,连少英,,中国人民大学,
110201,黄颖,"Ying, Huang",中国人民大学,
110202,马亚楠,,中国人民大学,
110203,尹文成,,中国人民大学,
110204,刘伟,,中国人民大学,
110205,龙向东,,中国人民大学,
110206,刘建军,,中国人民大学,
110207,张青,,中国人民大学,
110208,洛佳男,,中国人民大学,
110209,陈杰,,中国人民大学,
110210,張立文,,中国人民大学,
110211,丁利娜,,中国人民大学,
110212,赵金梅,,中国人民大学,
110213,李屹松,,中国人民大学,
110214,刘伟,,中国人民大学,
110215,尹冰清,,中国人民大学,
110216,潘玮,"Pan, Wei",经济学院,理论经济学
110217,陈斐,,中国人民大学,
110218,徐鹏,,中国人民大学,
110219,李秀文,,中国人民大学,
110220,朱红,,中国人民大学,
110221,李华,,中国人民大学,
110222,曹敏,,中国人民大学,
110223,申素平,,中国人民大学,
110224,杨茹,,中国人民大学,
110226,张璇,,中国人民大学,
110227,何伟,,中国人民大学,
110228,何伟,,中国人民大学,
110229,谢意,,中国人民大学,
110230,何伟,,中国人民大学,
110231,张文钰,,中国人民大学,
110232,杨敏,,中国人民大学,
110233,罗先慧,,中国人民大学,
110234,吴心弘,,中国人民大学,
110235,荆小娟,,中国人民大学,
110236,肖漫漫,,中国人民大学,
110237,盛雯雯,,中国人民大学,
110238,戚艳霞,,中国人民大学,
110239,秦权利,"Qin, Quanli",中国人民大学,
110240,何伟,,中国人民大学,
110241,张祖浩,"Zhang, Zuhao",环境学院,环境科学与工程
110242,吴晨圆,,中国人民大学,
110243,黄滨,,中国人民大学,
110244,李宁,"Li, Ning",中国人民大学,
110245,李蓉,,中国人民大学,
110246,白天明,,中国人民大学,
110247,翟小宁,,中国人民大学,
110248,王盛爽,,中国人民大学,
110249,李继朋,,中国人民大学,
110250,李军,,中国人民大学,
110251,王语宽,,中国人民大学,
110252,赵鼎新,,中国人民大学,
110253,黎文靖,,中国人民大学,
110254,朱海平,,中国人民大学,
110255,刘绿茵,,中国人民大学,
110256,董菁,,中国人民大学,
110257,汪曙申,,中国人民大学,
110258,李遵清,,中国人民大学,
110259,殷华,,中国人民大学,
110260,肖峰,,中国人民大学,
110261,石亚军,,中国人民大学,
110262,李如海,"Li, Ruhai",中国人民大学,
110263,李丽平,,中国人民大学,
110264,李圆,,中国人民大学,
110265,舒力,,中国人民大学,
110266,杨程,,中国人民大学,
110267,陈元平,,中国人民大学,
110268,刘彬海,,中国人民大学,
110269,于琪,"Yu, Qi",环境学院,环境科学与工程
110270,何伟,,中国人民大学,
110271,张潇,,中国人民大学,
110272,马圣楠,,中国人民大学,
110273,王影,,中国人民大学,
110274,杨小利,,中国人民大学,
110275,卢湘枚,,中国人民大学,
110276,高晓斐,,中国人民大学,
110277,李智,,中国人民大学,
110278,奚广庆,,中国人民大学,
110279,闫平超,,中国人民大学,
110280,彭和,"Hu, Peng",商学院,工商管理
110281,严岩,,中国人民大学,
110282,肖雪莹,,中国人民大学,
110283,李海滨,,中国人民大学,
110284,杨晶,,中国人民大学,
110285,GUO Yu-tao,,中国人民大学,
110286,葛秀珍,,中国人民大学,
110287,张文涛,,中国人民大学,
110288,方良东,,中国人民大学,
110289,戚仕军,,中国人民大学,
110290,滕瑶,,中国人民大学,
110291,杨益茂,,中国人民大学,
110292,曾雨,,中国人民大学,
110293,姜莉娜,,中国人民大学,
110295,郭惜华,,中国人民大学,
110296,张琳,,中国人民大学,
110297,李高勇,"Li, Gaoyong",商学院,工商管理
110298,彭博,,中国人民大学,
110299,赵淑慧,,中国人民大学,
110300,李培利,,中国人民大学,
110301,王鹏,,中国人民大学,
110302,吕萍,,中国人民大学,
110303,肖行,,中国人民大学,
110304,胡建平,,中国人民大学,
110305,马骥,,中国人民大学,
110306,秦淑红,,中国人民大学,
110307,邹振,,中国人民大学,
110308,秦惠民,,中国人民大学,
110309,姚红,,中国人民大学,
110310,陈灿,,中国人民大学,
110311,赵培华,,中国人民大学,
110312,黄雪丽,,中国人民大学,
110313,李莉,,中国人民大学,
110314,张楠,,中国人民大学,
110315,史册,,中国人民大学,
110316,张雅田,,中国人民大学,
110317,阎沭杉,,中国人民大学,
110318,叶卓卉,,中国人民大学,
110319,雅田,,中国人民大学,
110320,李臻云,,中国人民大学,
110321,史文芳,,中国人民大学,
110322,王琪延,,中国人民大学,
110323,朱文晖,,中国人民大学,
110324,胡良,,中国人民大学,
110325,邓广凌,,中国人民大学,
110326,徐藩,,中国人民大学,
110327,刘敬芹,,中国人民大学,
110328,王大千,,中国人民大学,
110329,黄玉婷,,中国人民大学,
110330,孔建会,,中国人民大学,
110331,韩媛媛,,中国人民大学,
110332,肖淑梅,,中国人民大学,
110333,许良,,中国人民大学,
110334,周怡君,,中国人民大学,
110335,尹蔚燕,,中国人民大学,
110336,刘海英,"Liu, Haiying",中国人民大学,
110337,武静云,,中国人民大学,
110338,石宏,,中国人民大学,
110339,张凯峰,,中国人民大学,
110340,王子叶,"Wang, Ziye",心理学系,心理学
110341,李丽,,中国人民大学,
110342,梁亭亭,,中国人民大学,
110343,钱蓉,,中国人民大学,
110344,毛海山,,中国人民大学,
110345,金梅,,中国人民大学,
110346,贺耀敏,,中国人民大学,
110347,林斐婷,,中国人民大学,
110348,李陀,"Li, Tuo",信息学院,计算机科学与技术
110349,杨柳,,中国人民大学,
110350,倪莹,,中国人民大学,
110351,兵言,,中国人民大学,
110352,窦现金,,中国人民大学,
110353,江由由,,中国人民大学,
110354,张翔,,中国人民大学,
110355,王莹,,中国人民大学,
110356,刘畅,,中国人民大学,
110357,马绍孟,,中国人民大学,
110358,孔哲礼,,中国人民大学,
110359,赵健,,中国人民大学,
110360,王丽丽,,中国人民大学,
110361,陈郡,,中国人民大学,
110362,李淑英,,中国人民大学,
110363,苏辛,,中国人民大学,
110364,贾京鹏,,中国人民大学,
110365,刘伟,,中国人民大学,
110366,阎金锷,,中国人民大学,
110367,农猛吉,,中国人民大学,
110368,张旭,,中国人民大学,
110369,姜思源,,中国人民大学,
110370,吴晓球,,中国人民大学,
110371,张作宾,,中国人民大学,
110372,沃群锋,,中国人民大学,
110373,韩福禄,,中国人民大学,
110374,金益基,,中国人民大学,
110375,施贞怀,,中国人民大学,
110376,莫海兵,,中国人民大学,
110377,孙海龙,,中国人民大学,
110378,莫于川,,中国人民大学,
110379,张琼,,中国人民大学,
110380,孔祥智,,中国人民大学,
110381,李妤雪,,中国人民大学,
110382,迟子建,,中国人民大学,
110383,卢静,,中国人民大学,
110384,戴逸,,中国人民大学,
110385,王坤鹏,,中国人民大学,
110386,冉鹏,,中国人民大学,
110387,钟岳松,,中国人民大学,
110388,刘春鸿,"Liu, Chunhong",信息学院,计算机科学与技术
110389,张磊,"Lei, Zhang;Lei, Zhang;Zhang, Lei;Zhang, Lei;Zhang, Lei",中国人民大学,
110390,陆尧,,中国人民大学,
110391,张继清,,中国人民大学,
110392,张雍林,,中国人民大学,
110393,康临芳,,中国人民大学,
110394,吕鹏军,,中国人民大学,
110395,杜鹃,,中国人民大学,
110396,乔昆,,中国人民大学,
110397,杜阳,,中国人民大学,
110398,徐佳,,中国人民大学,
110399,石才良,,中国人民大学,
110400,贺佐成,,中国人民大学,
110401,安冰洁,,中国人民大学,
110402,范季海,,中国人民大学,
110403,黄何风涛,,中国人民大学,
110404,杨泾,,中国人民大学,
110405,隋晓,,中国人民大学,
110406,熊启跃,"Xiong, Qiyue",财政金融学院,应用经济学
110407,匡洪波,,中国人民大学,
110408,王玲,,中国人民大学,
110409,冯秀军,,中国人民大学,
110410,林清华,,中国人民大学,
110411,朱修春,,中国人民大学,
110412,赵洋,"Zhao, Yang",中国人民大学,
110413,阮岷,,中国人民大学,
110414,张嵋珥,,中国人民大学,
110415,刘刚,,中国人民大学,
110416,王建华,,中国人民大学,
110417,刘斌,,中国人民大学,
110418,张兵,,中国人民大学,
110419,杨英伦,,中国人民大学,
110420,张裕钊,"Zhang, Yuzhao",统计学院,统计学
110421,陈翔云,,中国人民大学,
110422,余华义,,中国人民大学,
110423,杨鹂,,中国人民大学,
110424,高明,,中国人民大学,
110425,周莹,,中国人民大学,
110426,张力军,,中国人民大学,
110427,彭继伟,,中国人民大学,
110428,刘宗德,,中国人民大学,
110429,刘明昭,,中国人民大学,
110430,吴盼盼,,中国人民大学,
110431,刘明昭,,中国人民大学,
110432,白石,,中国人民大学,
110433,王丽,,中国人民大学,
110434,李宜航,,中国人民大学,
110435,马莉莉,,中国人民大学,
110436,辛念军,,中国人民大学,
110437,胡战鸽,,中国人民大学,
110438,何明星,,中国人民大学,
110439,张宇,,中国人民大学,
110440,吴艳婷,,中国人民大学,
110441,李国本,,中国人民大学,
110442,贾纬,,中国人民大学,
110443,张勇,,中国人民大学,
110444,徐学珍,,中国人民大学,
110445,苗林,"Lin, Miao",统计学院,统计学
110446,陈祺超,,中国人民大学,
110447,刘晓光,,中国人民大学,
110448,严政,,中国人民大学,
110449,范彦君,,中国人民大学,
110450,马绍孟,,中国人民大学,
110451,陈勇,,中国人民大学,
110452,李国梅,,中国人民大学,
110453,丁斐,,中国人民大学,
110454,唐光明,,中国人民大学,
110455,郝宇彪,,中国人民大学,
110456,张迪,,中国人民大学,
110457,王正飞,,中国人民大学,
110458,时勘,,中国人民大学,
110459,周丰,,中国人民大学,
110460,蔺海莹,,中国人民大学,
110461,陈卫华,,中国人民大学,
110462,李慧,,中国人民大学,
110463,严若如,,中国人民大学,
110464,章伟婷,,中国人民大学,
110465,张小龙,,中国人民大学,
110466,孙道金,,中国人民大学,
110467,王涛,,中国人民大学,
110468,杨毓康,,中国人民大学,
110469,王晖,"Wang, Hui",中国人民大学,
110470,赵坤,,中国人民大学,
110471,徐梦梦,,中国人民大学,
110472,魏红英,,中国人民大学,
110473,李体欣,,中国人民大学,
110474,余诚康,,中国人民大学,
110475,夏坤,,中国人民大学,
110476,张磊,,中国人民大学,
110477,杜云涛,,中国人民大学,
110478,张峰,,中国人民大学,
110479,曹连兵,,中国人民大学,
110480,王艳彦,,中国人民大学,
110481,张卫红,"Zhang, Weihong",中国人民大学,
110482,伊娜,,中国人民大学,
110483,顾海兵,,中国人民大学,
110484,段蕾,,中国人民大学,
110485,杨运杰,,中国人民大学,
110486,武立宏,,中国人民大学,
110487,王涛,,中国人民大学,
110488,刘霞,,中国人民大学,
110489,马海伟,,中国人民大学,
110490,张后万,,中国人民大学,
110491,张永升,,中国人民大学,
110492,陈艳,"Chen, Yan",中国人民大学,
110493,晏景,,中国人民大学,
110494,李逸竹,,中国人民大学,
110495,程志伟,,中国人民大学,
110496,张宗芳,,中国人民大学,
110497,赵丽萍,,中国人民大学,
110498,韩焕玲,,中国人民大学,
110499,余甜,,中国人民大学,
110500,王芳蕾,,中国人民大学,
110501,张锐,,中国人民大学,
110502,白维,,中国人民大学,
110503,田野,,中国人民大学,
110505,刘常瑜,,中国人民大学,
110506,胡艺馨,,中国人民大学,
110507,马彦琪,"Ma, Yanqi",中国人民大学,
110508,赵军,,中国人民大学,
110509,黄海思,,中国人民大学,
110510,张本效,,中国人民大学,
110511,于越,,中国人民大学,
110512,李贝茜,,中国人民大学,
110513,孟繁华,,中国人民大学,
110514,闰达五,,中国人民大学,
110515,王德俭,,中国人民大学,
110516,郭娜,,中国人民大学,
110517,顾海兵,,中国人民大学,
110518,朱晓莉,,中国人民大学,
110519,刘伟,,中国人民大学,
110520,苑德军,,中国人民大学,
110521,刘晓萌,"Liu, Xiaomeng",化学系,化学
110522,程景民,,中国人民大学,
110523,李亮亮,,中国人民大学,
110524,李艳丽,,中国人民大学,
110525,杜莹,,中国人民大学,
110526,马超,"Ma, Chao",中国人民大学,
110527,胡适,,中国人民大学,
110528,陈雅捷,"Chen, Yajie",商学院,工商管理
110529,张尧,,中国人民大学,
110530,杨菁菁,,中国人民大学,
110531,刘伟,,中国人民大学,
110532,温一鹏,,中国人民大学,
110535,蒋香仙,,中国人民大学,
110536,刘伟,,中国人民大学,
110537,蒋玲,,中国人民大学,
110538,童心,,中国人民大学,
110539,石楠,,中国人民大学,
110540,张丽嘉,,中国人民大学,
110541,郭志远,,中国人民大学,
110542,周昊颖,,中国人民大学,
110543,郭杰,,中国人民大学,
110544,宋娜娜,,中国人民大学,
110545,周金生,,中国人民大学,
110546,杨征,,中国人民大学,
110547,文央漾,,中国人民大学,
110548,王惠芳,,中国人民大学,
110549,樊涛,,中国人民大学,
110550,王建华,,中国人民大学,
110551,刘伟,,中国人民大学,
110552,韩佳益,,中国人民大学,
110553,张陆,"Zhang, Lu",中国人民大学,
110554,冯震宇,,中国人民大学,
110555,赵晟,,中国人民大学,
110556,戴羽,,中国人民大学,
110557,刘兆发,,中国人民大学,
110558,王金根,,中国人民大学,
110559,万善德,,中国人民大学,
110560,张小革,"Zhang, Xiaoge",财政金融学院,应用经济学
110561,沈森宏,,中国人民大学,
110562,王志椿,,中国人民大学,
110563,王瑞云,,中国人民大学,
110564,冯涛,,中国人民大学,
110565,金元浦,,中国人民大学,
110566,赵振翔,"Zhao, Zhenxiang",中国人民大学,
110567,吕盈,,中国人民大学,
110568,施秋圆,,中国人民大学,
110569,杨勇,,中国人民大学,
110570,李晶,"Li, Jing",中国人民大学,
110571,刘芳,,中国人民大学,
110572,王德良,,中国人民大学,
110573,吕兆德,,中国人民大学,
110574,罗正红,,中国人民大学,
110575,宋革新,,中国人民大学,
110576,黄智武,,中国人民大学,
110577,钟静,,中国人民大学,
110578,马从辉,,中国人民大学,
110579,陈星,,中国人民大学,
110580,陈杉,,中国人民大学,
110581,陈岳,,中国人民大学,
110582,安毅,,中国人民大学,
110583,陈阳,,中国人民大学,
110584,杨光,,中国人民大学,
110585,胡群英,,中国人民大学,
110586,李洪瑞,,中国人民大学,
110587,严金明,,中国人民大学,
110588,曹睿昕,"Cao, Ruixin",国际学院,
110589,刘元春,,中国人民大学,
110590,奚广庆,,中国人民大学,
110591,黄真,,中国人民大学,
110592,毕茜,,中国人民大学,
110593,李胤,,中国人民大学,
110594,叶文达,,中国人民大学,
110595,卢晓惠,,中国人民大学,
110596,李惠,,中国人民大学,
110597,黄克剑,,中国人民大学,
110598,杨光,,中国人民大学,
110599,曾彤,,中国人民大学,
110600,孙玉贤,,中国人民大学,
110601,刘宏涛,,中国人民大学,
110602,李海彬,,中国人民大学,
110603,李文重,,中国人民大学,
110604,樊勇,,中国人民大学,
110605,王金根,,中国人民大学,
110606,王畇润,"Wang, Yun Run",物理学系,物理学
110607,刘东风,,中国人民大学,
110608,高明畅,,中国人民大学,
110609,邓晖,,中国人民大学,
110610,周敏,,中国人民大学,
110611,陈瑞娟,,中国人民大学,
110612,冯启娜,,中国人民大学,
110613,李堪,,中国人民大学,
110614,王涛,,中国人民大学,
110615,许启贤,,中国人民大学,
110616,陈芸,,中国人民大学,
110617,赵德增,,中国人民大学,
110618,温天纳,,中国人民大学,
110619,武静,,中国人民大学,
110620,郑华,,中国人民大学,
110621,温晓莉,,中国人民大学,
110622,王卫东,,中国人民大学,
110623,刘伟,,中国人民大学,
110624,张海丽,,中国人民大学,
110625,刘伟,,中国人民大学,
110626,彭插三,,中国人民大学,
110627,邬凯生,,中国人民大学,
110628,刘伟,,中国人民大学,
110629,邢飒一,,中国人民大学,
110630,杜宇峰,,中国人民大学,
110631,周志荣,,中国人民大学,
110632,陈洪杏,,中国人民大学,
110633,高岩,,中国人民大学,
110634,曾珊,,中国人民大学,
110635,郭跃,,中国人民大学,
110636,马文峰,,中国人民大学,
110637,林荣华,,中国人民大学,
110638,孟维巍,,中国人民大学,
110639,李蕊佚,,中国人民大学,
110640,樊轶侠,,中国人民大学,
110641,孔玲,,中国人民大学,
110642,朱国荣,,中国人民大学,
110643,刘崇光,,中国人民大学,
110644,白玛央吉,,中国人民大学,
110645,王新清,,中国人民大学,
110646,张秋,"Zhang, Qiu",物理学系,物理学
110647,张凯军,,中国人民大学,
110648,王蕾,,中国人民大学,
110649,杨樨,,中国人民大学,
110650,王永亮,,中国人民大学,
110651,刘妍,,中国人民大学,
110652,陈栋,,中国人民大学,
110654,刘伟,,中国人民大学,
110655,李峰,,中国人民大学,
110656,张宝军,,中国人民大学,
110657,张磊,,中国人民大学,
110658,罗一飞,"Luo, Yifei",劳动人事学院,公共管理
110659,欧阳森,,中国人民大学,
110660,付平,,中国人民大学,
110661,邓光娅,,中国人民大学,
110662,郭建卿,,中国人民大学,
110663,范存滨,,中国人民大学,
110664,王建华,,中国人民大学,
110665,孙兢,,中国人民大学,
110666,陈姝婕,,中国人民大学,
110667,厚文,,中国人民大学,
110668,陈翔宇,,中国人民大学,
110669,黄伟,,中国人民大学,
110670,徐亚男,"Xu, Yanan;Xu, Ya-Nan;Xu, Yanan",信息学院,计算机科学与技术
110671,王征,,中国人民大学,
110672,王晓春,,中国人民大学,
110673,王北,,中国人民大学,
110674,松森秀幸,,中国人民大学,
110675,孙海龙,,中国人民大学,
110676,钟芳青,,中国人民大学,
110677,张红,,中国人民大学,
110678,李东霖,,中国人民大学,
110679,顾宝昌,,中国人民大学,
110680,刘爽,,中国人民大学,
110681,杨林,,中国人民大学,
110682,董烨然,,中国人民大学,
110683,徐新忠,,中国人民大学,
110684,田佳音,,中国人民大学,
110685,鲁丹萍,,中国人民大学,
110686,张栋,,中国人民大学,
110687,李建军,,中国人民大学,
110688,谢雪华,,中国人民大学,
110689,翟文中,,中国人民大学,
110690,吴大琨,,中国人民大学,
110691,王玉璇,,中国人民大学,
110692,郭伟伟,,中国人民大学,
110693,张庆雪,,中国人民大学,
110694,陈蔚,,中国人民大学,
110695,何鑫淼,,中国人民大学,
110697,卓金源,"Zhuo, Jin-Yuan",体育部,体育学
110698,岳俊芳,,中国人民大学,
110699,苗苗,,中国人民大学,
110700,李峰,,中国人民大学,
110701,刘畅,,中国人民大学,
110702,马文峰,,中国人民大学,
110703,吴瑾,,中国人民大学,
110704,刘光宇,,中国人民大学,
110705,黄灿标,,中国人民大学,
110706,马文峰,,中国人民大学,
110707,卞金鑫,,中国人民大学,
110708,张映红,,中国人民大学,
110709,孙海龙,,中国人民大学,
110710,尹梦芳,,中国人民大学,
110711,黄伟,,中国人民大学,
110712,谢连生,,中国人民大学,
110713,曹长盛,,中国人民大学,
110714,柳丽,,中国人民大学,
110715,扈枚珍,,中国人民大学,
110716,王小龙,,中国人民大学,
110717,冯梅,,中国人民大学,
110718,郭淡泊,"Guo, Danbo",中国人民大学,
110719,张静,"Zhang, Jing",中国人民大学,
110720,赵玉梅,"Zhao, Yumei",商学院,工商管理
110721,程晓鸣,,中国人民大学,
110722,陈玮,,中国人民大学,
110723,刘敏,,中国人民大学,
110724,陈文超,,中国人民大学,
110725,张宁,"Zhang, Ning",中国人民大学,
110726,何明星,,中国人民大学,
110727,庄晓东,,中国人民大学,
110728,张佰瑞,,中国人民大学,
110729,胡爽,,中国人民大学,
110730,刘红霞,,中国人民大学,
110731,吴晓求,,中国人民大学,
110732,夏雨飞,,中国人民大学,
110733,刘震,,中国人民大学,
110734,张天强,,中国人民大学,
110735,马志尧,"Ma, Zhiyao",农业与农村发展学院,农林经济管理
110736,许瑶,,中国人民大学,
110737,李凯,,中国人民大学,
110738,吴华清,,中国人民大学,
110739,王进芬,,中国人民大学,
110740,李天恩,,中国人民大学,
110741,谷雯雯,,中国人民大学,
110742,姚毅,"Yao, Yi",中国人民大学,
110743,郭磊,,中国人民大学,
110744,贾芳,,中国人民大学,
110745,叶剑平,,中国人民大学,
110746,张勃,,中国人民大学,
110747,陶铠,,中国人民大学,
110748,徐瑾,,中国人民大学,
110749,侯景丽,,中国人民大学,
110750,李晓伟,,中国人民大学,
110751,程立涛,,中国人民大学,
110752,安毅,,中国人民大学,
110753,周岸岽,,中国人民大学,
110754,武喆涵,,中国人民大学,
110755,宋彤,"Tong, Song",中国人民大学,
110756,柴小羽,,中国人民大学,
110757,赵军,,中国人民大学,
110758,李瑶,,中国人民大学,
110759,孙佳佳,,中国人民大学,
110760,张惠,,中国人民大学,
110761,王鹏,,中国人民大学,
110762,李婵媛,,中国人民大学,
110763,韩云珠,,中国人民大学,
110764,邢伯春,,中国人民大学,
110765,刘建军,,中国人民大学,
110766,刘昊凝,,中国人民大学,
110767,付荣,"Fu, Rong",心理学系,心理学
110768,谢峰,,中国人民大学,
110769,梁敬芝,,中国人民大学,
110770,张云,,中国人民大学,
110771,满帅,,中国人民大学,
110772,潘峰,,中国人民大学,
110773,陈杰,,中国人民大学,
110774,李佩珈,,中国人民大学,
110775,易龙生,,中国人民大学,
110776,姜文振,,中国人民大学,
110777,津田量,,中国人民大学,
110778,赵英杰,,中国人民大学,
110779,周洪敬,,中国人民大学,
110780,李娜,,中国人民大学,
110781,黄立无,,中国人民大学,
110782,贾新宇,,中国人民大学,
110783,范锋,,中国人民大学,
110784,王帆,,中国人民大学,
110785,张箭峰,,中国人民大学,
110786,周晓燕,,中国人民大学,
110787,张一宁,,中国人民大学,
110788,杨千里,,中国人民大学,
110789,季桥,,中国人民大学,
110790,唐行,,中国人民大学,
110791,宋其超,,中国人民大学,
110792,王田,,中国人民大学,
110793,蒲延杰,,中国人民大学,
110794,薛彦龙,,中国人民大学,
110795,高德明,,中国人民大学,
110796,崔银荣,,中国人民大学,
110797,郝毅,,中国人民大学,
110798,赖洪波,,中国人民大学,
110799,邓宛竹,,中国人民大学,
110800,王飞颺,,中国人民大学,
110801,刘伟,,中国人民大学,
110802,李平,,中国人民大学,
110803,张利庠,,中国人民大学,
110804,周梦非,,中国人民大学,
110805,李晨,,中国人民大学,
110806,谌祥勇,,中国人民大学,
110807,张美红,,中国人民大学,
110808,刘伟,,中国人民大学,
110809,牟兵,,中国人民大学,
110810,陈卫东,,中国人民大学,
110811,李昕,,中国人民大学,
110812,杨志强,,中国人民大学,
110813,赵苗苗,,中国人民大学,
110814,王铁柱,,中国人民大学,
110815,宋洋洋,,中国人民大学,
110816,王晖,,中国人民大学,
110817,刘芳,,中国人民大学,
110818,范敬春,,中国人民大学,
110819,王丹,"Wang, Dan;Wang, Dan;Dan, Wang",中国人民大学,
110820,岳娜,,中国人民大学,
110821,李一珊,,中国人民大学,
110822,张胜荣,,中国人民大学,
110823,何伟,,中国人民大学,
110824,石晶,,中国人民大学,
110825,于怀清,,中国人民大学,
110826,姜鑫贵,,中国人民大学,
110827,施永康,,中国人民大学,
110828,霍京京,,中国人民大学,
110829,鞠海亭,,中国人民大学,
110830,方天石,,中国人民大学,
110831,刘莉,,中国人民大学,
110832,臧伟,,中国人民大学,
110833,陈婧思,,中国人民大学,
110834,陈婷婷,,中国人民大学,
110835,吴卉婷,,中国人民大学,
110836,胡娟,,中国人民大学,
110837,王玉,"Wang, Yu;Wang, Yu",中国人民大学,
110838,王晓明,,中国人民大学,
110839,张宇帆,,中国人民大学,
110840,樊川,,中国人民大学,
110841,岳露,,中国人民大学,
110842,易军,,中国人民大学,
110843,杨立新,"Yang, Lixin",中国人民大学,
110844,杨立新,,中国人民大学,
110845,李翠玲,,中国人民大学,
110846,赵静,,中国人民大学,
110847,雷冰洁,,中国人民大学,
110848,陈彦斌,,中国人民大学,
110849,周幼曼,,中国人民大学,
110850,刘燕,,中国人民大学,
110851,陈卫东,,中国人民大学,
110852,张倩,,中国人民大学,
110853,陈耘,,中国人民大学,
110854,张慧君,,中国人民大学,
110855,青山,,中国人民大学,
110856,王克蛟,,中国人民大学,
110857,刘爽,,中国人民大学,
110858,冯时,,中国人民大学,
110859,陈定家,,中国人民大学,
110860,王海军,,中国人民大学,
110861,李霞,,中国人民大学,
110862,丁元竹,,中国人民大学,
110863,范晓莉,,中国人民大学,
110864,赵贤兵,,中国人民大学,
110865,高自龙,,中国人民大学,
110866,张海涛,,中国人民大学,
110867,郭磊,,中国人民大学,
110868,储继华,,中国人民大学,
110869,李字庆,,中国人民大学,
110870,张阿红,,中国人民大学,
110871,傅沿,,中国人民大学,
110872,蔡新苗,,中国人民大学,
110873,杨敏,,中国人民大学,
110874,田启林,,中国人民大学,
110875,张朝尊,,中国人民大学,
110876,申晓玲,,中国人民大学,
110877,吴宝康,,中国人民大学,
110878,李春华,,中国人民大学,
110879,罗晶,,中国人民大学,
110880,赵彦云,,中国人民大学,
110881,孔祥智,,中国人民大学,
110882,王静,,中国人民大学,
110883,安体富,,中国人民大学,
110884,刘伟,,中国人民大学,
110885,于彦彦,,中国人民大学,
110886,孙祈文,,中国人民大学,
110887,罗崇敏,,中国人民大学,
110888,董芳,,中国人民大学,
110889,李菁,,中国人民大学,
110890,曾维莲,,中国人民大学,
110891,王越,"Wang, Yue",中国人民大学,
110892,符爱霞,,中国人民大学,
110893,王志强,,中国人民大学,
110894,陈阳,,中国人民大学,
110895,司马兰,,中国人民大学,
110896,李晓彤,,中国人民大学,
110897,李咚咚,,中国人民大学,
110898,贾静,,中国人民大学,
110899,张宇,,中国人民大学,
110900,武俊,,中国人民大学,
110901,孙淑涛,,中国人民大学,
110902,王辉,,中国人民大学,
110903,张东刚,,中国人民大学,
110904,李卫东,,中国人民大学,
110905,郭方,,中国人民大学,
110906,王兵,,中国人民大学,
110907,赵冲,,中国人民大学,
110908,冯霞,,中国人民大学,
110909,周玲,,中国人民大学,
110910,王鹏,,中国人民大学,
110911,孙文恺,,中国人民大学,
110912,白飏,,中国人民大学,
110913,薛晓明,,中国人民大学,
110914,曹捷,,中国人民大学,
110915,郭磊,,中国人民大学,
110916,赵佳,,中国人民大学,
110917,迟爱荣,,中国人民大学,
110918,郑春芳,,中国人民大学,
110919,蔡得久,,中国人民大学,
110920,廖南贵,,中国人民大学,
110921,刘伟,,中国人民大学,
110922,冯梅,,中国人民大学,
110923,张桥贵,,中国人民大学,
110924,朱聪,"Zhu, Cong",农业与农村发展学院,农林经济管理
110925,李润美,,中国人民大学,
110926,丁兆颖,,中国人民大学,
110927,钟兰芳,,中国人民大学,
110928,李芳,,中国人民大学,
110929,李亚平,,中国人民大学,
110930,于雷,,中国人民大学,
110931,荣佳慧,,中国人民大学,
110932,曹建,,中国人民大学,
110933,曹评,,中国人民大学,
110934,王克华,,中国人民大学,
110935,刘成有,,中国人民大学,
110936,张静,,中国人民大学,
110937,黄秀华,,中国人民大学,
110938,薛在兴,,中国人民大学,
110939,戴稳胜,,中国人民大学,
110940,谢邦昌,,中国人民大学,
110941,蒋晨霞,,中国人民大学,
110942,魏翔,,中国人民大学,
110943,朱亮亮,,中国人民大学,
110944,黄胜利,,中国人民大学,
110945,何伟,,中国人民大学,
110946,应明,,中国人民大学,
110947,杨新臣,,中国人民大学,
110948,吕莉莎,,中国人民大学,
110949,魏华颖,,中国人民大学,
110950,陈卫东,,中国人民大学,
110951,李春勇,,中国人民大学,
110952,陈文昌,,中国人民大学,
110953,潘睿,,中国人民大学,
110954,马春麟,,中国人民大学,
110955,张梁,,中国人民大学,
110956,贺慧玲,,中国人民大学,
110957,钱学敏,,中国人民大学,
110958,李金轩,,中国人民大学,
110959,郑金刚,,中国人民大学,
110960,何妮,,中国人民大学,
110961,阳晓,,中国人民大学,
110962,王学敏,,中国人民大学,
110963,刘松青,,中国人民大学,
110964,刘元春,,中国人民大学,
110965,骆惠宁,,中国人民大学,
110966,马璇,,中国人民大学,
110967,刘磊,,中国人民大学,
110968,翟建辉,,中国人民大学,
110969,张玉霞,,中国人民大学,
110970,刘毅,"Liu, Yi",中国人民大学,
