id,author_cn_name,author_en_name,author_org,backups
89114,李瑾,,劳动人事学院,公共管理
89115,全世文,"Quan, Shiwen",农业与农村发展学院,农林经济管理
89116,张伟华,"Zhang, Wei-Hua",商学院,工商管理
89117,马异观,,公共管理学院,公共管理
89118,黄骏庚,,法学院,法学
89119,王冬冬,"Wang, Dong-Dong",商学院,工商管理
89120,陈隆祥,,国际关系学院,政治学
89121,王豪,,哲学院,哲学
89122,崔梦怡,,农业与农村发展学院,农林经济管理
89123,郭宇桥,,农业与农村发展学院,农林经济管理
89124,王若男,,农业与农村发展学院,农林经济管理
89125,王保祥,,劳动人事学院,公共管理
89126,何召鹏,,经济学院,理论经济学
89127,张伊静,,公共管理学院,公共管理
89128,刘子烨,,统计学院,统计学
89129,王雪莹,,国际关系学院,政治学
89130,朱煜,,国际关系学院,政治学
89131,魏子龙,,国际关系学院,政治学
89132,谢侃侃,,公共管理学院,公共管理
89133,金天,,财政金融学院,应用经济学
89134,蔡茂恩,,财政金融学院,应用经济学
89135,张雅婷,"Zhang, Yating",公共管理学院,公共管理
89136,高文文,"Gao, Wenwen",公共管理学院,公共管理
89137,张志军,,信息资源管理学院,信息资源管理
89138,卢强,"Lu, Qiang",商学院,工商管理
89139,李金平,,马克思主义学院,马克思主义理论
89140,陆学彬,,劳动人事学院,公共管理
89141,陈欢,,商学院,工商管理
89142,毕圣,,商学院,工商管理
89143,庞隽,"Pang, Jun",商学院,工商管理
89144,陈钰莹,,心理学系,心理学
89145,贾雅雯,,心理学系,心理学
89146,温晓通,"Wen, Xiaotong",心理学系,心理学
89147,郝子雨,"Hao, Ziyu",心理学系,心理学
89148,胡丹凤,,心理学系,心理学
89149,董明超,"Dong, Mingchao",心理学系,心理学
89150,朱英格,"Zhu, Yingge",心理学系,心理学
89151,伍兰花,,心理学系,心理学
89152,李时雨,,历史学院,中国史
89153,毛凯贤,,公共管理学院,公共管理
89154,梁伟亮,,法学院,法学
89155,楼栋,,农业与农村发展学院,农林经济管理
89156,李光明,,商学院,工商管理
89157,梅应丹,,环境学院,环境科学与工程
89158,王亚,,农业与农村发展学院,农林经济管理
89159,聂宇彤,,马克思主义学院,马克思主义理论
89160,沈子玥,,应用经济学院,应用经济学
89161,刘中琦,,法学院,法学
89162,王晓培,,新闻学院,新闻传播学
89163,令倩,,新闻学院,新闻传播学
89164,刘亚文,,统计学院,统计学
89165,姚一旻,,经济学院,理论经济学
89166,史全增,,法学院,法学
89167,张小敏,,法学院,法学
89168,程艳国,,信息学院,计算机科学与技术
89169,云谱萱,,国际关系学院,政治学
89170,田鸽,,经济学院,理论经济学
89171,周向阳,,农业与农村发展学院,农林经济管理
89172,毕瑞亨,,环境学院,环境科学与工程
89173,程玲莎,,商学院,工商管理
89174,白万豪,,信息资源管理学院,信息资源管理
89175,姜姿含,"Zihan, Jiang",法学院,法学
89176,韩亚东,,商学院,工商管理
89177,周艺梦,,公共管理学院,公共管理
89178,马越,,环境学院,环境科学与工程
89179,沈成琳,,环境学院,环境科学与工程
89180,张安军,,经济学院,理论经济学
89181,胡俊彦,,应用经济学院,应用经济学
89182,魏义方,"Wei, Yi-Fang",公共管理学院,公共管理
89183,戴李元,"Dai, Li-Yuan",公共管理学院,公共管理
89184,石丽娜,,财政金融学院,应用经济学
89185,肖金喜,,公共管理学院,公共管理
89186,傅勇,,应用经济学院,应用经济学
89187,黄晓霓,,马克思主义学院,马克思主义理论
89188,李光辉,,艺术学院,艺术学理论
89189,吴蕊蕊,,经济学院,理论经济学
89190,蒙双,"Meng, Shuang",商学院,工商管理
89191,吴炜昶,,公共管理学院,公共管理
89192,欧阳侃,,劳动人事学院,公共管理
89193,丁丽琼,,新闻学院,新闻传播学
89194,袁颖洁,"Yuan, Yingjie",商学院,工商管理
89195,丁孟,,农业与农村发展学院,农林经济管理
89196,莫江江,,新闻学院,新闻传播学
89197,金允贞,,国际文化交流学院,语言学
89198,卢雪和,,社会与人口学院,社会学
89199,张晓芬,,经济学院,理论经济学
89200,张羽,"Zhang, Yu",经济学院,理论经济学
89201,梅正午,,公共管理学院,公共管理
89202,霍艳云,,哲学院,哲学
89203,邹杨,"Zou, Yang",财政金融学院,应用经济学
89204,宁祺器,"Ning, Qi Qi",财政金融学院,应用经济学
89205,邓允轩,,国际关系学院,政治学
89206,曾媛媛,"Zeng, Yuanyuan",法学院,法学
89207,钱智超,"Qian, Zhichao",商学院,工商管理
89208,王健彬,,法学院,法学
89209,热娜·艾尔肯,,经济学院,理论经济学
89210,阮文婧,,经济学院,理论经济学
89211,边春鹏,,经济学院,理论经济学
89212,武睆,,经济学院,理论经济学
89213,冯原,,哲学院,哲学
89214,卫建林,,马克思主义学院,马克思主义理论
89215,阮睿,,经济学院,理论经济学
89216,李敏瑞,,商学院,工商管理
89217,袁博,,公共管理学院,公共管理
89218,张建堡,,经济学院,理论经济学
89219,陈琴,,法学院,法学
89220,刘虹豆,,教育学院,教育学
89221,张真真,,马克思主义学院,马克思主义理论
89222,郭秀梅,,心理学系,心理学
89223,朱建旭,,统计学院,统计学
89224,何健毓,,文学院,中国语言文学
89225,王佩琳,,应用经济学院,应用经济学
89226,片知恩,,农业与农村发展学院,农林经济管理
89227,王修晓,,社会与人口学院,社会学
89228,马瑞丰,,社会与人口学院,社会学
89229,倪霓,,财政金融学院,应用经济学
89230,吴慧珊,"Wu, Huishan",统计学院,统计学
89231,周小攀,,统计学院,统计学
89232,柴煜峰,,法学院,法学
89233,曾艳清,,公共管理学院,公共管理
89234,余小豆,,公共管理学院,公共管理
89235,赵庆营,,公共管理学院,公共管理
89236,陈小可,,文学院,中国语言文学
89237,宋萌,,劳动人事学院,公共管理
89238,崔兆宁,,劳动人事学院,公共管理
89239,朱紫祎,,哲学院,哲学
89240,张秋燕,,信息资源管理学院,信息资源管理
89241,陈泽,"Chen, Ze",财政金融学院,应用经济学
89242,黎韬,"Li, Tao",财政金融学院,应用经济学
89243,冯琦,,财政金融学院,应用经济学
89244,郭玮琪,"Guo, Weiqi",新闻学院,新闻传播学
89245,文家宝,,新闻学院,新闻传播学
89246,刘岳平,,经济学院,理论经济学
89247,朱敬敬,,信息资源管理学院,信息资源管理
89248,张佳良,"Zhang, Jialiang",商学院,工商管理
89249,冉巨火,,法学院,法学
89250,孙燕清,,新闻学院,新闻传播学
89251,刘冰洁,,统计学院,统计学
89252,凌玮黎,,心理学系,心理学
89253,尹一梦,,心理学系,心理学
89254,常扩,,心理学系,心理学
89255,史识洁,,农业与农村发展学院,农林经济管理
89256,刘湘琳,,农业与农村发展学院,农林经济管理
89257,应雄巍,,农业与农村发展学院,农林经济管理
89258,伍振军,,农业与农村发展学院,农林经济管理
89259,陆侃怡,,法学院,法学
89260,杨慧莲,,农业与农村发展学院,农林经济管理
89261,韩旭东,,农业与农村发展学院,农林经济管理
89262,马玉琪,,统计学院,统计学
89263,林黛西,,商学院,工商管理
89264,许玮,,财政金融学院,应用经济学
89265,高旺,"Gao, Wang",统计学院,统计学
89266,刘永虹,"Liu, Yonghong",商学院,工商管理
89267,熊军,"Xiong, Jun",商学院,工商管理
89268,黄斌,,农业与农村发展学院,农林经济管理
89269,张琛,,农业与农村发展学院,农林经济管理
89270,王之月,,新闻学院,新闻传播学
89271,茆雪瑞,,公共管理学院,公共管理
89272,张晓雅,,经济学院,理论经济学
89273,鲁国轩,,信息资源管理学院,信息资源管理
89274,史翔宇,,公共管理学院,公共管理
89275,孙云云,,商学院,工商管理
89276,杨武,,财政金融学院,应用经济学
89277,王亚亚,"Wang, Yaya",信息资源管理学院,信息资源管理
89278,郑富元,,农业与农村发展学院,农林经济管理
89279,赵宇斌,,商学院,工商管理
89280,霍娜,,公共管理学院,公共管理
89281,董慧梅,,信息资源管理学院,信息资源管理
89282,尹国燕,,文学院,中国语言文学
89283,樊召锋,,心理学系,心理学
89284,彭晓妍,,公共管理学院,公共管理
89285,徐玲,,统计学院,统计学
89286,宋小舟,,教育学院,教育学
89287,曾孟夏,"Zeng, Mengxia",统计学院,统计学
89288,唐兆丰,,财政金融学院,应用经济学
89289,王睿路,,新闻学院,新闻传播学
89290,赵亦清,"Zhao, Yi-Qing",商学院,工商管理
89291,熊云影,,商学院,工商管理
89292,周晓辉,,新闻学院,新闻传播学
89293,于梦尧,,财政金融学院,应用经济学
89294,黄蓉,,法学院,法学
89295,吕小艳,,法学院,法学
89296,卢洋啸,,农业与农村发展学院,农林经济管理
89297,李浩澜,"Li, Haolan",商学院,工商管理
89298,王哲远,,商学院,工商管理
89299,王琪琳,,商学院,工商管理
89300,陶菁,,法学院,法学
89301,曹冰雪,,农业与农村发展学院,农林经济管理
89302,周佩,,农业与农村发展学院,农林经济管理
89303,李博文,,商学院,工商管理
89304,赵文心,,马克思主义学院,马克思主义理论
89305,陈璐瑶,,新闻学院,新闻传播学
89306,刘婧颖,,财政金融学院,应用经济学
89307,胡铁雯,,经济学院,理论经济学
89308,文秀泽,,经济学院,理论经济学
89309,赵大丽,"Zhao, Dali",商学院,工商管理
89310,杨维凤,,应用经济学院,应用经济学
89311,王雨,,环境学院,环境科学与工程
89312,张雨睿,,公共管理学院,公共管理
89313,刘沁,,社会与人口学院,社会学
89314,高荣,,统计学院,统计学
89315,章曦,,经济学院,理论经济学
89316,徐文龙,,经济学院,理论经济学
89317,冯嘉溪,"Feng, Jiaxi",心理学系,心理学
89318,池海春,,心理学系,心理学
89319,周金娥,,劳动人事学院,公共管理
89320,马扬,,法学院,法学
89321,董月,"Dong, Yue;Dong, Yue",经济学院,理论经济学
89322,王韫涵,,经济学院,理论经济学
89323,姜汉一,,公共管理学院,公共管理
89324,张庆彬,,文学院,中国语言文学
89325,王梦友,,经济学院,理论经济学
89326,张永刚,,公共管理学院,公共管理
89327,丁艳平,,商学院,工商管理
89328,曹嵘,,商学院,工商管理
89329,卢一波,,新闻学院,新闻传播学
89330,邓伟,,新闻学院,新闻传播学
89331,刘君逸,,农业与农村发展学院,农林经济管理
89332,于敦海,,国际关系学院,政治学
89333,张书华,,财政金融学院,应用经济学
89334,廖海勇,,经济学院,理论经济学
89335,崔格格,,环境学院,环境科学与工程
89336,伍铭伟,,哲学院,哲学
89337,许浩然,"Xu, Haoran",商学院,工商管理
89338,段睿,,法学院,法学
89339,杨喆,,环境学院,环境科学与工程
89340,周邓燕,,新闻学院,新闻传播学
89341,奚春,,经济学院,理论经济学
89342,邬欣欣,,马克思主义学院,马克思主义理论
89343,周健明,,商学院,工商管理
89344,邓诗鉴,,商学院,工商管理
89345,蔡仲旺,,经济学院,理论经济学
89346,周钊宇,,经济学院,理论经济学
89347,郭百红,,经济学院,理论经济学
89348,黄圣男,"Huang, Shengnan",农业与农村发展学院,农林经济管理
89349,岳业鹏,,法学院,法学
89350,张令达,,经济学院,理论经济学
89351,王文帅,,国际关系学院,政治学
89352,袁艳,,社会与人口学院,社会学
89353,黄贝贝,,财政金融学院,应用经济学
89354,高俊,,农业与农村发展学院,农林经济管理
89355,张秦瑜,,历史学院,中国史
89356,甘光千,,新闻学院,新闻传播学
89357,陈淑芬,,农业与农村发展学院,农林经济管理
89358,包凤兰,,经济学院,理论经济学
89359,丁贺,,劳动人事学院,公共管理
89360,董凯凯,,哲学院,哲学
89361,彭利,,哲学院,哲学
89362,黄蓓,,农业与农村发展学院,农林经济管理
89363,郭诗雅,,法学院,法学
89364,尹志华,,经济学院,理论经济学
89365,岳瑞科,,经济学院,理论经济学
89366,迈克尔·赫德森,,国际关系学院,政治学
89367,严之,,法学院,法学
89368,徐珍源,,农业与农村发展学院,农林经济管理
89369,刘子洋,,公共管理学院,公共管理
89370,刘栩畅,,经济学院,理论经济学
89371,李宇宏,,艺术学院,艺术学理论
89372,刘翠翠,,艺术学院,艺术学理论
89373,董雪雁,,商学院,工商管理
89374,崔倚菁,"Cui, Yijing;Cui, Yijing",商学院,工商管理
89375,贺海洋,,哲学院,哲学
89376,肖楚锋,,马克思主义学院,马克思主义理论
89377,朱翠萍,,文学院,中国语言文学
89378,赵君,,经济学院,理论经济学
89379,冉晓醒,,劳动人事学院,公共管理
89380,邓鑫,,财政金融学院,应用经济学
89381,马瑞君,"Ma, Ruijun",国家发展与战略研究院,应用经济学
89382,李思琦,,商学院,工商管理
89383,卢健飞,,商学院,工商管理
89384,吴如巧,,法学院,法学
89385,蔡美波,,信息资源管理学院,信息资源管理
89386,迟旭,,商学院,工商管理
89387,孙泽君,,商学院,工商管理
89388,张梦琨,,国际关系学院,政治学
89389,郭晴,"Guo, Qing",劳动人事学院,公共管理
89390,向南,,马克思主义学院,马克思主义理论
89391,林海涛,,经济学院,理论经济学
89392,满彩霞,"Man, Caixia",公共管理学院,公共管理
89393,薛永龙,,马克思主义学院,马克思主义理论
89394,赵金兰,,环境学院,环境科学与工程
89395,任彦,,法学院,法学
89396,李月,,信息资源管理学院,信息资源管理
89397,苏伟琳,"Su, Weilin",劳动人事学院,公共管理
89398,何增平,"He, Zengping",经济学院,理论经济学
89399,陈宇宙,,哲学院,哲学
89400,秦天骄,,历史学院,中国史
89401,罗兴,,农业与农村发展学院,农林经济管理
89402,王洪斌,,经济学院,理论经济学
89403,胡玫,,经济学院,理论经济学
89404,洪一晨,,公共管理学院,公共管理
89405,何霁赠,,国际关系学院,政治学
89406,潘岳邈,,心理学系,心理学
89407,靳雪晨,,劳动人事学院,公共管理
89408,杨俊华,,商学院,工商管理
89409,陈嘉雨,,教育学院,教育学
89410,唐彦哲,,经济学院,理论经济学
89411,康明明,,公共管理学院,公共管理
89412,赵姗姗,,公共管理学院,公共管理
89413,岑少宇,,应用经济学院,应用经济学
89414,李东骏,,法学院,法学
89415,张冠巾,,新闻学院,新闻传播学
89416,何娟,,新闻学院,新闻传播学
89417,纪之文,,新闻学院,新闻传播学
89418,刘长宇,,新闻学院,新闻传播学
89419,赵珈伊,,国际关系学院,政治学
89420,薛杰,,商学院,工商管理
89421,邓英雯,"Deng, Yingwen",商学院,工商管理
89422,周俊勇,,哲学院,哲学
89423,白鲁恂,,马克思主义学院,马克思主义理论
89424,李易明,,马克思主义学院,马克思主义理论
89425,曲霞,"Xia, Qu",教育学院,教育学
89426,周蜜,"Zhou, Mi",教育学院,教育学
89427,张钰浩,,信息资源管理学院,信息资源管理
89428,戴伟,,应用经济学院,应用经济学
89429,袁娟,,教育学院,教育学
89430,闫寒,,马克思主义学院,马克思主义理论
89431,雷英迪,,经济学院,理论经济学
89432,林孙俊,,公共管理学院,公共管理
89433,朱文宇,"Zhu, Wenyu",财政金融学院,应用经济学
89434,曹辉,,历史学院,中国史
89435,武艳俊,,心理学系,心理学
89436,杨春雷,,经济学院,理论经济学
89437,蒋治,,应用经济学院,应用经济学
89438,王浩森,,应用经济学院,应用经济学
89439,丁言豪,,商学院,工商管理
89440,王许阳,,公共管理学院,公共管理
89441,文诚公,"Wen, Chenggong",法学院,法学
89442,吴元珍,,经济学院,理论经济学
89443,李植,,财政金融学院,应用经济学
89444,王冬丽,,财政金融学院,应用经济学
89445,史鸣,,法学院,法学
89446,沈煜,,经济学院,理论经济学
89447,陈娜,,法学院,法学
89448,曹志楠,,经济学院,理论经济学
89449,吕文静,,商学院,工商管理
89450,雷云,,商学院,工商管理
89451,郭忻,,哲学院,哲学
89452,孙婉露,,新闻学院,新闻传播学
89453,石晋昕,,公共管理学院,公共管理
89454,何洁莹,"He, Jieying",心理学系,心理学
89455,吴咏梅,,社会与人口学院,社会学
89456,叶笛,,社会与人口学院,社会学
89457,汪蓉,"Wang, Rong",商学院,工商管理
89458,卜嘉辉,,文学院,中国语言文学
89459,王瑞晶,,应用经济学院,应用经济学
89460,高延雷,,农业与农村发展学院,农林经济管理
89461,蒋茂森,,商学院,工商管理
89462,刘厉兵,,商学院,工商管理
89463,颜晴川,,经济学院,理论经济学
89464,夏先鹏,,法学院,法学
89465,李长治,,应用经济学院,应用经济学
89466,许媛,"Xu, Yuan",信息学院,计算机科学与技术
89467,石鸟云,"Shi, Niaoyun",商学院,工商管理
89468,徐爱莉,,商学院,工商管理
89469,孙耀祖,,经济学院,理论经济学
89470,毕毅,,财政金融学院,应用经济学
89471,潘素,,农业与农村发展学院,农林经济管理
89472,梅周立,,农业与农村发展学院,农林经济管理
89473,王格非,,经济学院,理论经济学
89474,梁丹宁,,劳动人事学院,公共管理
89475,杜晓琳,,劳动人事学院,公共管理
89476,沈梓鑫,,经济学院,理论经济学
89477,呼睿颖,,商学院,工商管理
89478,陈梦莉,,国际关系学院,政治学
89479,唐兆涵,,经济学院,理论经济学
89480,陈佩彤,,法学院,法学
89481,於洋,"Yu, Yang",公共管理学院,公共管理
89482,周振,,农业与农村发展学院,农林经济管理
89483,路玉彬,,农业与农村发展学院,农林经济管理
89484,李正鑫,,心理学系,心理学
89485,袁艺玮,"Yuan, Yiwei",商学院,工商管理
89486,魏开朗,,财政金融学院,应用经济学
89487,符隆文,,社会与人口学院,社会学
89488,尤思远,,社会与人口学院,社会学
89489,辛迅,"Xin, Xun",劳动人事学院,公共管理
89490,赵燕,,经济学院,理论经济学
89491,邹肇芸,,经济学院,理论经济学
89492,智冬晓,,统计学院,统计学
89493,范新,,商学院,工商管理
89494,赵国龙,"Zhao, Guolong",劳动人事学院,公共管理
89495,黄昭华,,新闻学院,新闻传播学
89496,张宇宁,,环境学院,环境科学与工程
89497,臧俊恒,,法学院,法学
89498,王小刘,,商学院,工商管理
89499,韩昌跃,,马克思主义学院,马克思主义理论
89500,曾丹,,应用经济学院,应用经济学
89501,李方舟,,劳动人事学院,公共管理
89502,李民,"Li, Min",商学院,工商管理
89503,锁立赛,,商学院,工商管理
89504,王哲源,"Wang, Zheyuan",劳动人事学院,公共管理
89505,彭雄良,"Peng, Xiongliang",劳动人事学院,公共管理
89506,赵泽珺,"Zhao, Zejun",劳动人事学院,公共管理
89507,李明奇,,法学院,法学
89508,杜帆,,教育学院,教育学
89509,刘和,,农业与农村发展学院,农林经济管理
89510,翁燕珍,"Weng, Yanzhen",农业与农村发展学院,农林经济管理
89511,张建超,,经济学院,理论经济学
89512,金菁,"Jin, Jing",商学院,工商管理
89513,郭婧蔚,,商学院,工商管理
89514,盖阳阳,,商学院,工商管理
89515,鹿逸思,,商学院,工商管理
89516,全定旺,,哲学院,哲学
89517,郝佳,"Hao, Jia",劳动人事学院,公共管理
89518,蒋建勋,,商学院,工商管理
89519,袁圆,,商学院,工商管理
89520,唐妤,,商学院,工商管理
89521,何力军,,商学院,工商管理
89522,张忆濛,"Zhang, Yimeng",经济学院,理论经济学
89523,赵廷蓉,,统计学院,统计学
89524,徐进伟,,历史学院,中国史
89525,刘晓璐,,财政金融学院,应用经济学
89526,徐晨旻,,公共管理学院,公共管理
89527,赵懿清,,商学院,工商管理
89528,王博然,,财政金融学院,应用经济学
89529,黄清华,,商学院,工商管理
89530,刘岚溪,,商学院,工商管理
89531,王程伟,"Wang, Chengwei",公共管理学院,公共管理
89532,李雪欣,,历史学院,中国史
89533,黄向辉,,经济学院,理论经济学
89534,范炳龙,,经济学院,理论经济学
89535,李向辉,,财政金融学院,应用经济学
89536,张崇尚,,农业与农村发展学院,农林经济管理
89537,王艺诺,,农业与农村发展学院,农林经济管理
89538,孟九峰,,公共管理学院,公共管理
89539,买亚宗,"Mai, Yazong",环境学院,环境科学与工程
89540,孙福丽,,环境学院,环境科学与工程
89541,徐鑫,,商学院,工商管理
89542,于海娟,,信息资源管理学院,信息资源管理
89543,汪超,,农业与农村发展学院,农林经济管理
89544,许晓源,,农业与农村发展学院,农林经济管理
89545,吴宛忆,,经济学院,理论经济学
89546,徐俊杰,,经济学院,理论经济学
89547,延柄斗,,法学院,法学
89548,石娟,,法学院,法学
89549,熊侃,,法学院,法学
89550,И.Т·弗罗洛夫,,哲学院,哲学
89551,罗伯特·斯基德尔斯基,,经济学院,理论经济学
89552,汤龙,,经济学院,理论经济学
89553,吴江华,"Wu, Jianghua",商学院,工商管理
89554,张泽林,"Zhang, Zelin",商学院,工商管理
89555,于本瑞,,经济学院,理论经济学
89556,徐庆松,,经济学院,理论经济学
89557,杨亚萍,,经济学院,理论经济学
89558,张兰兰,,公共管理学院,公共管理
89559,石晓文,"Shi, Xiaowen",信息学院,计算机科学与技术
89560,毕铃,,经济学院,理论经济学
89561,郭琎,"Guo, Jin",经济学院,理论经济学
89562,姜日鑫,,新闻学院,新闻传播学
89563,席毓,,公共管理学院,公共管理
89564,邢连斌,,劳动人事学院,公共管理
89565,罗松,,财政金融学院,应用经济学
89566,曲卓,,财政金融学院,应用经济学
89567,蒋宇宸,"Jiang, Yuchen",心理学系,心理学
89568,蔡笑,"Cai, Xiao",心理学系,心理学
89569,姜瑞雪,,农业与农村发展学院,农林经济管理
89570,李珩,,商学院,工商管理
89571,吴晓红,,信息资源管理学院,信息资源管理
89572,刘成豪,,经济学院,理论经济学
89573,郝放,,商学院,工商管理
89574,郑煜琦,,财政金融学院,应用经济学
89575,迈克·戴维斯,,哲学院,哲学
89576,王柏霞,,马克思主义学院,马克思主义理论
89577,何羽,,马克思主义学院,马克思主义理论
89578,孙语晴,,环境学院,环境科学与工程
89579,潘静洲,"Jing-zhou, Pan;Pan, Jingzhou",劳动人事学院,公共管理
89580,林文贵,,经济学院,理论经济学
89581,杨舒然,,农业与农村发展学院,农林经济管理
89582,段皓文,,国际关系学院,政治学
89583,吴悠,,经济学院,理论经济学
89584,李敬强,,商学院,工商管理
89585,陈金科,,公共管理学院,公共管理
89586,唐泽地,,经济学院,理论经济学
89587,王立伟,,马克思主义学院,马克思主义理论
89588,王启魁,,农业与农村发展学院,农林经济管理
89589,王智斌,,农业与农村发展学院,农林经济管理
89590,唐国林,,农业与农村发展学院,农林经济管理
89591,宋亚莉,,国学院,中国语言文学
89592,秦海,,经济学院,理论经济学
89593,刘子明,,农业与农村发展学院,农林经济管理
89594,姜鹏,,经济学院,理论经济学
89595,周率,,财政金融学院,应用经济学
89596,刘韵婷,,经济学院,理论经济学
89597,李环环,,商学院,工商管理
89598,康予虎,,历史学院,中国史
89599,罗璇,,历史学院,中国史
89600,吴莹皓,,商学院,工商管理
89601,王思舒,"Wang, Sishu",商学院,工商管理
89602,周松,"Zhou, Song",商学院,工商管理
89603,董加云,"Dong, Jiayun",农业与农村发展学院,农林经济管理
89604,吴振媛,,商学院,工商管理
89605,张朔,,商学院,工商管理
89606,吴鼎铭,,新闻学院,新闻传播学
89607,周根占,,农业与农村发展学院,农林经济管理
89608,朱生志,,国际关系学院,政治学
89609,李秀玉,,经济学院,理论经济学
89610,束克东,,经济学院,理论经济学
89611,吴宇星,,劳动人事学院,公共管理
89612,罗千峰,"Luo, Qianfeng",农业与农村发展学院,农林经济管理
89613,梅文韬,,马克思主义学院,马克思主义理论
89614,朱征,"Zhu, Zheng",商学院,工商管理
89615,李增鑫,,商学院,工商管理
89616,童文杰,,新闻学院,新闻传播学
89617,路守望,"Lu, Shouwang",商学院,工商管理
89618,王瑛,,公共管理学院,公共管理
89619,徐迩嘉,"Xu, Erjia",心理学系,心理学
89620,蒋盛君,,经济学院,理论经济学
89621,艾思,,经济学院,理论经济学
89622,宋玉颖,,财政金融学院,应用经济学
89623,易欣星,,法学院,法学
89624,王胜海,,商学院,工商管理
89625,何炳棣,,历史学院,中国史
89626,章军,,社会与人口学院,社会学
89627,张嘉旗,"Zhang, Jiaqi;Zhang, Jiaqi",心理学系,心理学
89628,沈程峰,"Shen, Chengfeng",心理学系,心理学
89629,王雪薇,,心理学系,心理学
89630,鲁平贞,,公共管理学院,公共管理
89631,郭荣怡,,财政金融学院,应用经济学
89632,纪晨,,财政金融学院,应用经济学
89633,李霄阳,"Li, Xiaoyang",财政金融学院,应用经济学
89634,牛伟坤,,新闻学院,新闻传播学
89635,蔡正高,,统计学院,统计学
89636,张鑫灿,,信息资源管理学院,信息资源管理
89637,殷宪斌,,信息资源管理学院,信息资源管理
89638,郭飞飞,,法学院,法学
89639,魏锜琀,"Wei, Qihan",公共管理学院,公共管理
89640,肖文静,,经济学院,理论经济学
89641,闫盼,,经济学院,理论经济学
89642,吕倞,,财政金融学院,应用经济学
89643,张书海,"Zhang, Shuhai",公共管理学院,公共管理
89644,阮端斌,,公共管理学院,公共管理
89645,张嘉佩,,马克思主义学院,马克思主义理论
89646,李文杰,,经济学院,理论经济学
89647,游玉婷,,农业与农村发展学院,农林经济管理
89648,鲁俊杰,,信息资源管理学院,信息资源管理
89649,马弋飞,,新闻学院,新闻传播学
89650,孙恩慧,,哲学院,哲学
89651,欧璐,,新闻学院,新闻传播学
89652,唐子婷,,新闻学院,新闻传播学
89653,余艳萍,,法学院,法学
89654,庞航宇,,新闻学院,新闻传播学
89655,吴润生,,经济学院,理论经济学
89656,李家瑞,,经济学院,理论经济学
89657,郑若愚,,首都发展与战略研究院,应用经济学
89658,孙美玲,,新闻学院,新闻传播学
89659,时潇,,新闻学院,新闻传播学
89660,王砚文,,新闻学院,新闻传播学
89661,曹若楠,,商学院,工商管理
89662,王晓琪,,商学院,工商管理
89663,姚晓鸥,,新闻学院,新闻传播学
89664,周柯含,,社会与人口学院,社会学
89665,齐娜,,社会与人口学院,社会学
89666,颜洛阳,,社会与人口学院,社会学
89667,赵绪涛,,哲学院,哲学
89668,李俊昊,,公共管理学院,公共管理
89669,胡彬,,公共管理学院,公共管理
89670,董伟,,信息资源管理学院,信息资源管理
89671,隋鑫,,信息资源管理学院,信息资源管理
89672,何雷鸣,,环境学院,环境科学与工程
89673,谭雪,,环境学院,环境科学与工程
89674,华艳,"Hua, Yan",心理学系,心理学
89675,李明霞,,心理学系,心理学
89676,王巧婷,,心理学系,心理学
89677,冯彩霞,"Feng, Caixia",心理学系,心理学
89678,张泠然,,商学院,工商管理
89679,苏柳方,"Su, Liufang;Su, Liufang",农业与农村发展学院,农林经济管理
89680,张祎彤,,农业与农村发展学院,农林经济管理
89681,王春红,,经济学院,理论经济学
89682,陈占锋,"Chen, Zhanfeng",公共管理学院,公共管理
89683,董翊宸,,新闻学院,新闻传播学
89684,张文潇,,社会与人口学院,社会学
89685,贾盾,"Jia, Dun",财政金融学院,应用经济学
89686,孙溪,"Sun, Xi",财政金融学院,应用经济学
89687,郭瑞,"Guo, Rui",财政金融学院,应用经济学
89688,吴晶晶,"Wu, Jingjing",商学院,工商管理
89689,饶含,,经济学院,理论经济学
89690,朱甜,,应用经济学院,应用经济学
89691,宋巍,"Song, Wei",心理学系,心理学
89692,欧阳李晟,,心理学系,心理学
89693,程进文,,商学院,工商管理
89694,佘欣艺,,公共管理学院,公共管理
89695,张可人,,劳动人事学院,公共管理
89696,尉彦超,,历史学院,中国史
89697,周锋,,农业与农村发展学院,农林经济管理
89698,陈睿琦,,文学院,中国语言文学
89699,孙军平,"Sun, Junping",环境学院,环境科学与工程
89700,王一晨,,法学院,法学
89701,钟晓,"Zhong, Xiao",公共管理学院,公共管理
89702,李哲能,"Li, Zheneng",心理学系,心理学
89703,李金珠,"Li, Jinzhu",社会与人口学院,社会学
89704,王雪瑶,"Wang, Xueyao",公共管理学院,公共管理
89705,张琦悦,,新闻学院,新闻传播学
89706,王译瑶,,新闻学院,新闻传播学
89707,李江鸿,,法学院,法学
89708,田学伟,,法学院,法学
89709,臧树伟,,商学院,工商管理
89710,唐聪聪,,劳动人事学院,公共管理
89711,高诚,,商学院,工商管理
89712,虞慧怡,,环境学院,环境科学与工程
89713,许志华,,环境学院,环境科学与工程
89714,崔毓佳,"Cui, Yujia",商学院,工商管理
89715,雷鹏,"Lei, Peng",农业与农村发展学院,农林经济管理
89716,魏丽莉,,农业与农村发展学院,农林经济管理
89717,李旭,,商学院,工商管理
89718,刘连炻,,法学院,法学
89719,王倩茜,,农业与农村发展学院,农林经济管理
89720,于鲁平,,法学院,法学
89721,王垠丹,,哲学院,哲学
